id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.title,attachments.0.url,attachments.0.width,author.accent_color,author.avatar,author.avatar_decoration_data,author.banner,author.banner_color,author.clan,author.collectibles,author.discriminator,author.display_name_styles,author.flags,author.global_name,author.id,author.primary_guild,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.accent_color,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.banner,mentions.0.banner_color,mentions.0.clan,mentions.0.collectibles,mentions.0.discriminator,mentions.0.display_name_styles,mentions.0.flags,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.public_flags,mentions.0.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,reactions.0.burst_colors,reactions.0.burst_count,reactions.0.burst_me,reactions.0.count,reactions.0.count_details.burst,reactions.0.count_details.normal,reactions.0.emoji.id,reactions.0.emoji.name,reactions.0.me,reactions.0.me_burst,referenced_message,referenced_message.attachments,referenced_message.attachments.0.content_scan_version,referenced_message.attachments.0.content_type,referenced_message.attachments.0.filename,referenced_message.attachments.0.height,referenced_message.attachments.0.id,referenced_message.attachments.0.placeholder,referenced_message.attachments.0.placeholder_version,referenced_message.attachments.0.proxy_url,referenced_message.attachments.0.size,referenced_message.attachments.0.title,referenced_message.attachments.0.url,referenced_message.attachments.0.width,referenced_message.author.accent_color,referenced_message.author.avatar,referenced_message.author.avatar_decoration_data,referenced_message.author.banner,referenced_message.author.banner_color,referenced_message.author.clan,referenced_message.author.collectibles,referenced_message.author.discriminator,referenced_message.author.display_name_styles,referenced_message.author.flags,referenced_message.author.global_name,referenced_message.author.id,referenced_message.author.primary_guild,referenced_message.author.public_flags,referenced_message.author.username,referenced_message.channel_id,referenced_message.components,referenced_message.content,referenced_message.edited_timestamp,referenced_message.embeds,referenced_message.flags,referenced_message.id,referenced_message.mention_everyone,referenced_message.mention_roles,referenced_message.mentions,referenced_message.mentions.0.accent_color,referenced_message.mentions.0.avatar,referenced_message.mentions.0.avatar_decoration_data,referenced_message.mentions.0.banner,referenced_message.mentions.0.banner_color,referenced_message.mentions.0.clan,referenced_message.mentions.0.collectibles,referenced_message.mentions.0.discriminator,referenced_message.mentions.0.display_name_styles,referenced_message.mentions.0.flags,referenced_message.mentions.0.global_name,referenced_message.mentions.0.id,referenced_message.mentions.0.primary_guild,referenced_message.mentions.0.public_flags,referenced_message.mentions.0.username,referenced_message.message_reference.channel_id,referenced_message.message_reference.guild_id,referenced_message.message_reference.message_id,referenced_message.message_reference.type,referenced_message.pinned,referenced_message.position,referenced_message.timestamp,referenced_message.tts,referenced_message.type,resolved,role_subscription_data,sticker_items,stickers,thread,thread.bitrate,thread.flags,thread.guild_id,thread.id,thread.last_message_id,thread.member_count,thread.member_ids_preview.0,thread.member_ids_preview.1,thread.message_count,thread.name,thread.owner_id,thread.parent_id,thread.rate_limit_per_user,thread.rtc_region,thread.thread_metadata.archive_timestamp,thread.thread_metadata.archived,thread.thread_metadata.auto_archive_duration,thread.thread_metadata.create_timestamp,thread.thread_metadata.locked,thread.total_message_sent,thread.type,thread.user_limit,timestamp,tts,type,userName,webhook_id
1264806025446293546,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,0,,0,Tokisan Games,455610038350774273,,0,tokisangames,,1264794347337945158,,When building from source you need to copy the compiled libraries into bin in your project folder. Or run the project from the build dir,2024-07-22T04:47:35.426Z,,,0,,,false,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,691957978680786944,1264805698899021899,0,,false,12,,,,,,,,,,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,1264794347337945158,,Are we supposed to copy something into addons/terrain_3d/bin/ before opening the project?,,,0,1264805698899021899,false,,,,,,,,,,,,,,,,,,,,,,false,10,2024-07-22T04:46:17.571000+00:00,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:47:35.426000+00:00,false,19,tokisangames,
1264806008316891156,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,,"% md5sum project/demo/data/terrain_storage.res
28fcb1a90e29eb81e66b55f6c0cc3c9a  project/demo/data/terrain_storage.res",2024-07-22T04:47:31.342Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:47:31.342000+00:00,false,0,jacktwilley,
1264805698899021899,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,,Are we supposed to copy something into addons/terrain_3d/bin/ before opening the project?,2024-07-22T04:46:17.571Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:46:17.571000+00:00,false,0,jacktwilley,
1264805597245603965,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,,"Closing the project and reopening it shows a number of errors, including not opening the GDExtension library?!",2024-07-22T04:45:53.335Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:45:53.335000+00:00,false,0,jacktwilley,
1264805573912694796,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,0,,0,Tokisan Games,455610038350774273,,0,tokisangames,,1264794347337945158,,Open it in the inspector,2024-07-22T04:45:47.772Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:45:47.772000+00:00,false,0,tokisangames,
1264805486860046467,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,0,,0,Tokisan Games,455610038350774273,,0,tokisangames,,1264794347337945158,,"Run md5sum
```
$ md5sum demo/data/terrain_storage.res
28fcb1a90e29eb81e66b55f6c0cc3c9a *demo/data/terrain_storage.res
```",2024-07-22T04:45:27.017Z,2024-07-22T04:45:40.884000+00:00,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:45:27.017000+00:00,false,0,tokisangames,
1264805091827777598,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,,"The file does exist, with a size of 12009171.",2024-07-22T04:43:52.834Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:43:52.834000+00:00,false,0,jacktwilley,
1264804903428030496,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,,"commit 7731ac6a7c6d4215ee98cd470f487c2b8b98fa31 (HEAD -> main, origin/main, ori>
Author: Cory Petkovsek <632766+TokisanGames@users.noreply.github.com>
Date:   Fri Jul 19 18:24:41 2024 +0700

    Translate foliage when sculpting",2024-07-22T04:43:07.916Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:43:07.916000+00:00,false,0,jacktwilley,
1264804496912154747,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,0,,0,Tokisan Games,455610038350774273,,0,tokisangames,,1264794347337945158,,What commit are you on? git log,2024-07-22T04:41:30.995Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:41:30.995000+00:00,false,0,tokisangames,
1264804406365261834,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,0,,0,Tokisan Games,455610038350774273,,0,tokisangames,,1264794347337945158,,That's the tunnel. Does that specified file exist? What size is it? In the godot file system double click it so Godot opens it in the inspector,2024-07-22T04:41:09.407Z,2024-07-22T04:44:53.950000+00:00,,0,,,false,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,691957978680786944,1264804118770356317,0,,false,3,,,,,,,,,,,,,,3,image/png,Screenshot_2024-07-21_at_21.39.42.png,566,1264804118925676575,5tYFE4Cnp2mAeJhoWHCDMQY=,1,https://media.discordapp.net/attachments/1264794347337945158/1264804118925676575/Screenshot_2024-07-21_at_21.39.42.png?ex=696523e0&is=6963d260&hm=5e26e6491de4d08383342712584e05fc0b78b939453932faa50d511d31b0f33c&,674417,Screenshot 2024-07-21 at 21.39.42,https://cdn.discordapp.com/attachments/1264794347337945158/1264804118925676575/Screenshot_2024-07-21_at_21.39.42.png?ex=696523e0&is=6963d260&hm=5e26e6491de4d08383342712584e05fc0b78b939453932faa50d511d31b0f33c&,1422,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,1264794347337945158,,"When opening the project, there's a missing dependency res://demo/data/terrain_storage.res.  When I try to manually load it, I get the red X.  The editor window shows a blue sky screen with a what looks like a large hollow black marble square, with a mesh of what looks like a rawhide dog toy and behind that somehow two hot air balloon stencils, one red and one blue.  Screenshot shows what I see.",,,0,1264804118770356317,false,,,,,,,,,,,,,,,,,,,,,,false,2,2024-07-22T04:40:00.839000+00:00,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:41:09.407000+00:00,false,19,tokisangames,
1264804118770356317,,,,,3,image/png,Screenshot_2024-07-21_at_21.39.42.png,566,1264804118925676575,5tYFE4Cnp2mAeJhoWHCDMQY=,1,https://media.discordapp.net/attachments/1264794347337945158/1264804118925676575/Screenshot_2024-07-21_at_21.39.42.png?ex=696523e0&is=6963d260&hm=5e26e6491de4d08383342712584e05fc0b78b939453932faa50d511d31b0f33c&,674417,Screenshot 2024-07-21 at 21.39.42,https://cdn.discordapp.com/attachments/1264794347337945158/1264804118925676575/Screenshot_2024-07-21_at_21.39.42.png?ex=696523e0&is=6963d260&hm=5e26e6491de4d08383342712584e05fc0b78b939453932faa50d511d31b0f33c&,1422,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,,"When opening the project, there's a missing dependency res://demo/data/terrain_storage.res.  When I try to manually load it, I get the red X.  The editor window shows a blue sky screen with a what looks like a large hollow black marble square, with a mesh of what looks like a rawhide dog toy and behind that somehow two hot air balloon stencils, one red and one blue.  Screenshot shows what I see.",2024-07-22T04:40:00.839Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:40:00.839000+00:00,false,0,jacktwilley,
1264802784734216202,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,,"Forgot about godot-cpp.  Rebuilding submodules, then compiling for macos.  Once _that's_ done I should be able to import the project.",2024-07-22T04:34:42.780Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:34:42.780000+00:00,false,0,jacktwilley,
1264800265475719270,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1264794347337945158,,"The project was indeed from sometime last year.  I have removed the entire project from Godot, then removed the directory containing the clone and recreated it with `git clone`.  Once the clone finishes, I'll import it into Godot and try again.",2024-07-22T04:24:42.142Z,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T04:24:42.142000+00:00,false,0,jacktwilley,
1264794347337945158,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,0,,0,Tokisan Games,455610038350774273,,0,tokisangames,,1130291534802202735,,"There is no ""continuous"" in the C++ code, nor the GDScript.
What commit hash are you on? git log
Have you ever had a version of Terrain3D in this project or on this machine?",2024-07-22T04:01:11.148Z,,,32,,,false,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,,1130291534802202735,691957978680786944,1264792939788238910,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b8e431dc02b5a12aabccd0082df834d,,,,,,0,,0,Jack Twilley,870023853479444533,,0,jacktwilley,1130291534802202735,,It thinks the third argument is continuous_operation: bool,2024-07-22T03:55:43.013000+00:00,,0,1264792939788238910,false,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,0,,0,Tokisan Games,455610038350774273,,0,tokisangames,1130291534802202735,691957978680786944,1264792472731517059,0,false,,2024-07-22T03:55:35.562000+00:00,false,19,,,,,,64000,0,691957978680786944,1264794347337945158,1264808758736064533,2,455610038350774273,870023853479444533,23,"There is no ""continuous"" in the C++ code",870023853479444533,1130291534802202735,0,,2024-07-22T11:21:17.096000+00:00,true,4320,2024-07-22T04:24:41.779000+00:00,false,23,11,0,2024-07-22T04:01:11.148000+00:00,false,19,tokisangames,
