id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.title,attachments.0.url,attachments.0.width,author.accent_color,author.avatar,author.avatar_decoration_data,author.banner,author.banner_color,author.clan,author.collectibles,author.discriminator,author.display_name_styles,author.flags,author.global_name,author.id,author.primary_guild,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.color,embeds.0.content_scan_version,embeds.0.provider.name,embeds.0.thumbnail.content_type,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.title,embeds.0.type,embeds.0.url,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.accent_color,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.banner,mentions.0.banner_color,mentions.0.clan,mentions.0.collectibles,mentions.0.discriminator,mentions.0.display_name_styles,mentions.0.flags,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.public_flags,mentions.0.username,mentions.1.accent_color,mentions.1.avatar,mentions.1.avatar_decoration_data,mentions.1.banner,mentions.1.banner_color,mentions.1.clan,mentions.1.collectibles,mentions.1.discriminator,mentions.1.display_name_styles,mentions.1.flags,mentions.1.global_name,mentions.1.id,mentions.1.primary_guild,mentions.1.public_flags,mentions.1.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,reactions.0.burst_colors,reactions.0.burst_count,reactions.0.burst_me,reactions.0.count,reactions.0.count_details.burst,reactions.0.count_details.normal,reactions.0.emoji.id,reactions.0.emoji.name,reactions.0.me,reactions.0.me_burst,referenced_message,referenced_message.attachments,referenced_message.author.accent_color,referenced_message.author.avatar,referenced_message.author.avatar_decoration_data,referenced_message.author.banner,referenced_message.author.banner_color,referenced_message.author.clan,referenced_message.author.collectibles,referenced_message.author.discriminator,referenced_message.author.display_name_styles,referenced_message.author.flags,referenced_message.author.global_name,referenced_message.author.id,referenced_message.author.primary_guild,referenced_message.author.public_flags,referenced_message.author.username,referenced_message.channel_id,referenced_message.components,referenced_message.content,referenced_message.edited_timestamp,referenced_message.embeds,referenced_message.flags,referenced_message.id,referenced_message.mention_everyone,referenced_message.mention_roles,referenced_message.mentions,referenced_message.mentions.0.accent_color,referenced_message.mentions.0.avatar,referenced_message.mentions.0.avatar_decoration_data,referenced_message.mentions.0.banner,referenced_message.mentions.0.banner_color,referenced_message.mentions.0.clan,referenced_message.mentions.0.collectibles,referenced_message.mentions.0.discriminator,referenced_message.mentions.0.display_name_styles,referenced_message.mentions.0.flags,referenced_message.mentions.0.global_name,referenced_message.mentions.0.id,referenced_message.mentions.0.primary_guild,referenced_message.mentions.0.public_flags,referenced_message.mentions.0.username,referenced_message.mentions.1.accent_color,referenced_message.mentions.1.avatar,referenced_message.mentions.1.avatar_decoration_data,referenced_message.mentions.1.banner,referenced_message.mentions.1.banner_color,referenced_message.mentions.1.clan,referenced_message.mentions.1.collectibles,referenced_message.mentions.1.discriminator,referenced_message.mentions.1.display_name_styles,referenced_message.mentions.1.flags,referenced_message.mentions.1.global_name,referenced_message.mentions.1.id,referenced_message.mentions.1.primary_guild,referenced_message.mentions.1.public_flags,referenced_message.mentions.1.username,referenced_message.message_reference.channel_id,referenced_message.message_reference.guild_id,referenced_message.message_reference.message_id,referenced_message.message_reference.type,referenced_message.pinned,referenced_message.position,referenced_message.timestamp,referenced_message.tts,referenced_message.type,resolved,role_subscription_data,sticker_items,stickers,thread,thread.bitrate,thread.flags,thread.guild_id,thread.id,thread.last_message_id,thread.member_count,thread.member_ids_preview.0,thread.member_ids_preview.1,thread.member_ids_preview.2,thread.message_count,thread.name,thread.owner_id,thread.parent_id,thread.rate_limit_per_user,thread.rtc_region,thread.thread_metadata.archive_timestamp,thread.thread_metadata.archived,thread.thread_metadata.auto_archive_duration,thread.thread_metadata.create_timestamp,thread.thread_metadata.locked,thread.total_message_sent,thread.type,thread.user_limit,timestamp,tts,type,userName,webhook_id
1334212982284091482,,,,,,,,,,,,,,,,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,https://github.com/TokisanGames/Terrain3D/commit/16990379a27f05e3a1d34b991d8c8adafeeb05ad,2025-01-29T17:26:03.455Z,,,1975079,0,GitHub,,,,,,,,,update example mmi LOD scene · TokisanGames/Terrain3D@1699037,article,https://github.com/TokisanGames/Terrain3D/commit/16990379a27f05e3a1d34b991d8c8adafeeb05ad,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,119,,,0,false,1,0,1,,🙏,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-29T17:26:03.455000+00:00,false,0,xtarsia,
1334210662905282734,,,,,,,,,,,,,,,,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,"Nothing too fancy, just a fairly big margin, and manually setting appropriate fade-out with a separate material on each LOD.",2025-01-29T17:16:50.472Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-29T17:16:50.472000+00:00,false,0,xtarsia,
1334205728356962396,,,,,,,,,,,,,,,,,,17fce6d938d625141e3adcd1e4c4565f,,,,,,0,,0,Laurent,204264549145116672,,0,laurentsnt,,1332695349705441301,,<@188054719481118720> Could you update the demo with these? That would be super useful to see how you implemented the dithering. Do you hardcode distances or is there something smarter at work?,2025-01-29T16:57:13.984Z,,,,,,,,,,,,,,,,,0,,,false,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,,,,,,,,,,,,,,,,,,,,,false,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-29T16:57:13.984000+00:00,false,0,laurentsnt,
1334205078802006117,,,,,,,,,,,,,,,,,,17fce6d938d625141e3adcd1e4c4565f,,,,,,0,,0,Laurent,204264549145116672,,0,laurentsnt,,1332695349705441301,,PR squashed 🙂,2025-01-29T16:54:39.118Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-29T16:54:39.118000+00:00,false,0,laurentsnt,
1333859707164688395,,,,,,,,,,,,,,,,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,"Takes a bit of setup, but Laurents PR provides whats needed now 🙂",2025-01-28T18:02:16.103Z,2025-01-28T18:02:27.378000+00:00,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,115,,,0,false,1,0,1,,🔥,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T18:02:16.103000+00:00,false,0,xtarsia,
1333859234420359179,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,0,,0,Tokisan Games,455610038350774273,,0,tokisangames,,1332695349705441301,,"Wow, looks amazing.",2025-01-28T18:00:23.392Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T18:00:23.392000+00:00,false,0,tokisangames,
1333858272872235195,,,,,,,,,,,,,,,,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,working incredibly well!,2025-01-28T17:56:34.141Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T17:56:34.141000+00:00,false,0,xtarsia,
1333858195474612400,,,,,1,image/png,image.png,542,1333858195407634494,EygKI4g5VpaKdwen9ncNa0g=,1,https://media.discordapp.net/attachments/1332695349705441301/1333858195407634494/image.png?ex=696535bf&is=6963e43f&hm=d3cda717576db45808735b05b5c9a05060d367f7d693da94af9d90514706e3a7&,390044,,https://cdn.discordapp.com/attachments/1332695349705441301/1333858195407634494/image.png?ex=696535bf&is=6963e43f&hm=d3cda717576db45808735b05b5c9a05060d367f7d693da94af9d90514706e3a7&,1220,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,,2025-01-28T17:56:15.688Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T17:56:15.688000+00:00,false,0,xtarsia,
1333857917471817850,,,,,,,,,,,,,,,,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,smoooth LOD transitions,2025-01-28T17:55:09.407Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T17:55:09.407000+00:00,false,0,xtarsia,
1333857847209099315,,,,,1,video/mp4,Godot_v4.3-stable_win64_50Ly5aINKQ.mp4,796,1333857846814838947,WwkKG4J4eHiPd6d4anBiBgc=,1,https://media.discordapp.net/attachments/1332695349705441301/1333857846814838947/Godot_v4.3-stable_win64_50Ly5aINKQ.mp4?ex=6965356c&is=6963e3ec&hm=b623ebfdeae4b7cd173f00b3fd22b72b160221bdc82800fd7cf59b19c145dd3d&,10165740,,https://cdn.discordapp.com/attachments/1332695349705441301/1333857846814838947/Godot_v4.3-stable_win64_50Ly5aINKQ.mp4?ex=6965356c&is=6963e3ec&hm=b623ebfdeae4b7cd173f00b3fd22b72b160221bdc82800fd7cf59b19c145dd3d&,1646,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,"crossover, with some pixel dithering. spheres are less rings/division at each LOD",2025-01-28T17:54:52.655Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T17:54:52.655000+00:00,false,0,xtarsia,
1333721894955782226,,,,,,,,,,,,,,,,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,"Nice, it looks good. I will be able to test it later when i get home. Its worth squashing the commits down and cleaning things up if you have time before then.",2025-01-28T08:54:39.112Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,109,,,0,false,1,0,1,,👍,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T08:54:39.112000+00:00,false,0,xtarsia,
1333716784808726550,,,,,,,,,,,,,,,,,,17fce6d938d625141e3adcd1e4c4565f,,,,,,0,,0,Laurent,204264549145116672,,0,laurentsnt,,1332695349705441301,,I updated the PR,2025-01-28T08:34:20.758Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T08:34:20.758000+00:00,false,0,laurentsnt,
1333716402695176192,,,,,,,,,,,,,,,,,,17fce6d938d625141e3adcd1e4c4565f,,,,,,0,,0,Laurent,204264549145116672,,0,laurentsnt,,1332695349705441301,,"Hehe you know, optimists see the donut, not the hole",2025-01-28T08:32:49.655Z,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-28T08:32:49.655000+00:00,false,0,laurentsnt,
1333502151233765396,,,,,,,,,,,,,,,,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,0,,0,Xtarsia,188054719481118720,,0,xtarsia,,1332695349705441301,,the giant hole in the middle?,2025-01-27T18:21:28.126Z,,,,,,,,,,,,,,,,,0,,,false,,,17fce6d938d625141e3adcd1e4c4565f,,,,,,0,,0,Laurent,204264549145116672,,0,laurentsnt,,,,,,,,,,,,,,,,,1332695349705441301,691957978680786944,1333499254139912263,0,,false,106,,,,,,,,,,,,,,,17fce6d938d625141e3adcd1e4c4565f,,,,,,0,,0,Laurent,204264549145116672,,0,laurentsnt,1332695349705441301,,"That works for me, but is there an issue in the screenshot I should notice?",2025-01-27T18:10:59.074000+00:00,,0,1333499254139912263,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,105,2025-01-27T18:09:57.405000+00:00,false,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-27T18:21:28.126000+00:00,false,19,xtarsia,
1333499254139912263,,,,,,,,,,,,,,,,,,17fce6d938d625141e3adcd1e4c4565f,,,,,,0,,0,Laurent,204264549145116672,,0,laurentsnt,,1332695349705441301,,"That works for me, but is there an issue in the screenshot I should notice?",2025-01-27T18:09:57.405Z,2025-01-27T18:10:59.074000+00:00,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-27T18:09:57.405000+00:00,false,0,laurentsnt,
